"id","name","abbreviation","type"
13114,"International Peace Information Service","IPIS","NGOs"
6563,"International Peace Research Institute","IPRI","Private Orgs. & Foundations"
8492,"International Pen, Writers in Prison Committee","IPWPC","NGOs"
13905,"International Planned Parenthood Federation","IPPF","Private Orgs. & Foundations"
8205,"International Planned Parenthood Federation Africa Region","IPPFAR","NGOs"
13906,"International Planned Parenthood Federation Western Hemisphere Region ","IPPFWHR","Private Orgs. & Foundations"
15296,"International Potato Center","IPC","NGOs"
15919,"International Poverty Aid","IPA","NGOs"
13783,"International Press Institute","IPI","NGOs"
16872,"International Procurement Agency","IPA","Private Orgs. & Foundations"
13856,"International Programme for the Development of Communication","IPDC","UN Agencies"
7355,"International Reading Association","IRA","NGOs"
15867,"International Refugees Help Organisation","IRHO","NGOs"
12743,"International Rehabilitation Council of Tortured Victims","IRCTV","NGOs"
5861,"International Relief and Development","IRD","NGOs"
15247,"International Relief and Development Organization","IRDO","NGOs"
14147,"International Relief Solutions LLC","IRS LLC","Private Orgs. & Foundations"
7145,"International Relief Teams","IRT","NGOs"
16801,"International Renaissance Foundation","IRF","Private Orgs. & Foundations"
5179,"International Rescue Committee","IRC","NGOs"
14690,"International Rescue Dogs","International Rescue Dogs","NGOs"
5916,"International Resources Group","IRG","NGOs"
8528,"International Security Sector Advisory Team","ISSAT","Private Orgs. & Foundations"
7227,"International Service for Human Rights","ISHR","NGOs"
8954,"International Solidarity","International Solidarity","NGOs"
6791,"International Strategy for Disaster Reduction","UNISDR","UN Agencies"
16620,"International Talk Network Ltd","ITN","NGOs"
7806,"International Telecommunications Union","ITU","UN Agencies"
8411,"International Training Center of Indigenous Peoples","ITCIP","Private Orgs. & Foundations"
6684,"International Training Inc.","International Training Inc.","Private Orgs. & Foundations"
5801,"International Trust Fund for Demining and Victim Assistance ","ITFDVA","UN Agencies"
7276,"International Volley-Ball Federation","FIVB","Private Orgs. & Foundations"
16274,"International Volunteer Center of Yamagata","IVY","NGOs"
13179,"International Water Management Institute","IWMI","NGOs"
14811,"International Way Development Building","BIDWAY","NGOs"
7406,"International Work Group for Indigenous Affairs","IWGIA","NGOs"
6847,"International Youth Foundation","IYF","Private Orgs. & Foundations"
5905,"Internationaler Verein für Frieden und Gerechtigkeit - Pro Humanitate e.V. Köln","Internationaler Verein für Frieden und Gerechtigkeit - Pro Humanitate e.V. Köln","NGOs"
6100,"Internews Europe","IEU","NGOs"
8005,"Internews Network","IN","NGOs"
8568,"INTERPAL, UK","INTERPAL, UK","Private Orgs. & Foundations"
8306,"Interpeace","Interpeace","NGOs"
15844,"Inter-Regional Agency for Development","IAD/AIDE","NGOs"
5660,"INTERSOS","INTERSOS","NGOs"
13909,"Interstate Products, Inc","Interstate Products, Inc","Private Orgs. & Foundations"
15850,"INTERVIDA FOUNDATION, SPAIN","INTERVIDA FOUNDATION, SPAIN","Private Orgs. & Foundations"
7710,"Intervita","Intervita","NGOs"
5689,"Intl Humanitarian Org World View","IHOWV","NGOs"
14568,"IntraHealth International Inc.","Intrahealth","NGOs"
7783,"Inuit Circumpolar Conference","Inuit Circumpolar Conference","NGOs"
6840,"InWent","InWent","NGOs"
7144,"IOGT-NTO","IOGT-NTO","NGOs"
16209,"IPYS - Instituto Prensa y Sociedad","IPYS","NGOs"
7311,"IQC TBD","IQC TBD","NGOs"
16299,"Iqra Cultural Center","ICC","NGOs"
16682,"IQRAA","IQRAA","NGOs"
7239,"IRA Fund","IRA Fund","Private Orgs. & Foundations"
5313,"IRAC","IRAC","Private Orgs. & Foundations"
6090,"Iran","Iran","Government"
6091,"Iraq","Iraq","Government"
6619,"Iraq Trust Fund (OCHA)","Iraq Trust Fund (OCHA)","UN Agencies"
6662,"Iraqi Handicapped Society","IHS","NGOs"
6745,"Iraqi Red Crescent Society","Iraq RC","Red Cross / Red Crescent"
16408,"Iraqi Refugee Assistance Project","IRAP","NGOs"
8319,"Iraqi Relief Organisation","IRO","Private Orgs. & Foundations"
16736,"Iraqi Salvation Humanitarian Organization","ISHO","NGOs"
8329,"Iraqi Southern Sun Association","ISSA","Private Orgs. & Foundations"
8429,"Iraqi Youth League","Iraqi Youth League","NGOs"
5192,"Ireland","Ireland","Government"
14428,"IRIS KIM, Inc.","IRIS KIM, Inc.","Private Orgs. & Foundations"
8405,"Irish Centre for Human Rights","ICHR","Private Orgs. & Foundations"
16748,"Irish Emergency Logistics Team","IELT","NGOs"
5569,"Irish Red Cross Society","Ireland RC","Red Cross / Red Crescent"
7596,"Irish Sri Lanka Trust Fund","ISLTF","NGOs"
7561,"Irish UNMIL Battalion","Irish UNMIL Battalion","UN Agencies"
16886,"irshad and islah society lebanon","irshad and islah society lebanon","NGOs"
7506,"ISCOS","ISCOS","NGOs"
8692,"ISJ","ISJ","Private Orgs. & Foundations"
6735,"Islamic African Relief Agency","IARA","NGOs"
16885,"Islamic Center Society","ICS","NGOs"
14606,"Islamic Centre of Tucson","Islamic Centre of Tucson","Private Orgs. & Foundations"
14484,"Islamic Charity Association","ICA","Private Orgs. & Foundations"
16536,"Islamic Commission of Care","ICC","NGOs"
5594,"Islamic Development Bank","IDB","Inter-governmental orgs."
8479,"Islamic Edu. Scien. Cultural Org.","ISESCO","Private Orgs. & Foundations"
16322,"Islamic Forum","IF","NGOs"
15554,"Islamic Foundation Kenya, The","IF","NGOs"
16127,"Islamic Help","IH","NGOs"
12798,"ISLAMIC HERITAGE SOCIETY","IHSNY","Private Orgs. & Foundations"
7697,"Islamic Institute of Autism","Islamic Institute of Autism","NGOs"
16763,"Islamic Kurdish League","IKL","NGOs"
14486,"Islamic Medical Association","IMA","Private Orgs. & Foundations"
16480,"Islamic NGOs Consortia","Islamic NGOs Consortia","Private Orgs. & Foundations"
13160,"Islamic Relief Pakistan","IR Pakistan","NGOs"
8058,"Islamic Relief Worldwide","IRW","NGOs"
12799,"ISLAMIC SHURA COUNCIL OF MICHIGAN","ISCM","Private Orgs. & Foundations"
7988,"ISP IN AFRICA","ISP IN AFRICA","NGOs"
7821,"ISPED","ISPED","NGOs"
5981,"ISRA - Islamic Relief Agency","ISRA","NGOs"
16847,"IsraAID","IsraAID","NGOs"
5413,"Israel","Israel","Government"
8238,"ISRAELI INFO.CNTR.HUMAN RIGHTS (B-TSELEM)","ISRAELI INFO.CNTR.HUMAN RIGHTS (B-TSELEM)","NGOs"
16344,"ISRAR Accountable Development Organization","IADO","NGOs"
13881,"ISS - Institute for Security Studies","ISS - Institute for Security Studies","Private Orgs. & Foundations"
7880,"Istanbul International Brotherhood and Assistance Association","IIBAA","Private Orgs. & Foundations"
13669,"ISTITUTO OIKOS ONLUS","ISTITUTO OIKOS ONLUS","Private Orgs. & Foundations"
5901,"Italian Agency for Food Aid (AGEA)","Italian Agency for Food Aid (AGEA)","Government"
8315,"Italian Consortium of Solidarity","ICS","NGOs"
6149,"Italian Red Cross","Italy RC","Red Cross / Red Crescent"
5009,"Italy","Italy","Government"
6220,"ITEKA Burundian League of Human Rights","ITEKA-BLHR","NGOs"
7755,"ITF","ITF","NGOs"
13505,"ITT Corporation","ITT Corporation","Private Orgs. & Foundations"
6063,"IUED","IUED","Private Orgs. & Foundations"
15165,"IWA","IWA","NGOs"
13733,"J. Smith Lanier & Co.","JSL","Private Orgs. & Foundations"
13811,"J. Willard and Alice S. Marriott Foundation","J. Willard and Alice S. Marriott Foundation","Private Orgs. & Foundations"
14499,"J/P Haitian Relief Organization","J/P HRO","NGOs"
15166,"Jaago Foundation","JF","NGOs"
16877,"Jabal Marra Charity Organization","JMCO","NGOs"
16594,"JAFS","JAFS","NGOs"
8235,"JAGAN. L.A.","JAGAN. L.A.","Private Orgs. & Foundations"
14868,"JAGGARTA Social Welfare Organization","JSWO","NGOs"
15566,"Jahalin Association, The","Jahalin","NGOs"
8123,"Jairos Jiri Association","JJA","NGOs"
15167,"Jakhorr Rural Development Organization","JRDO","NGOs"
7192,"Jamaica","Jamaica","Government"
6089,"Jamaica Red Cross","Jamaica RC","Red Cross / Red Crescent"
15757,"Jamii Focus Initiative","JAMFOC","NGOs"
7676,"Jane Goodall Institute (JGI)","JGI","NGOs"
5845,"Janus e.V","Janus e.V","NGOs"
5193,"Japan","Japan","Government"
16479,"Japan Actions for Relief Center","JARC","NGOs"
12905,"Japan Agency for Development and Emergency","JADE","NGOs"
14711,"Japan America Society of Southern California","JASSC","Private Orgs. & Foundations"
16301,"Japan Asian Association and Asian Friendship Society","JAAAFS","NGOs"
16203,"Japan Association for Refugees","JAR","Private Orgs. & Foundations"
6500,"Japan Association for UNHCR","Japan Association for UNHCR","Private Orgs. & Foundations"
8610,"Japan Association for WFP","Japan Association for WFP","Private Orgs. & Foundations"
16681,"Japan Campaign for children of Palestine","JCCP","NGOs"
12906,"Japan Center for Conflict Prevention","JCCP","NGOs"
6668,"Japan Committee for Refugee Relief","JCRR","NGOs"
8458,"Japan Emergency NGO","JEN","NGOs"
14854,"Japan International Cooperation Agency","JICA","Government"
8785,"Japan International Volunteer Center","JVC","NGOs"
16683,"Japan Iraq Medical Network","JIM-NET","NGOs"
5284,"Japan Ladies Tennis Federation","JLTF","Private Orgs. & Foundations"
6985,"Japan Overseas Cooperation Volunteers","JOCV","NGOs"
6826,"Japan Rescue Association","JRA","NGOs"
6581,"Japan Self Defense Forces","JSDF","Private Orgs. & Foundations"
14743,"Japan Society","Japan Society","NGOs"
13104,"Japan-ASEAN Integration Fund","JAIF","Inter-governmental orgs."
12712,"Japanese Kindergarten Association","JKA","NGOs"
13222,"Japanese NGOs","Japanese NGOs","NGOs"
5468,"Japanese Red Cross Society","Japan RC","Red Cross / Red Crescent"
14696,"Japanese Society of Georgia","Japanese Society of Georgia","NGOs"
8904,"JASMAR Human Security Organization","JASMAR","NGOs"
13705,"JC Penny","JC Penny","Private Orgs. & Foundations"
14276,"JCB","JCB","Private Orgs. & Foundations"
5933,"JCS - Joint Christian Services","JCS","NGOs"
15248,"Jeejal Foundation","JF","NGOs"
13288,"Jefferies Group Inc","Jefferies Group Inc","Private Orgs. & Foundations"
6667,"Jemael-international","Jemael-international","NGOs"
7271,"JEOP - Joint Emergency Operation","JEOP","NGOs"
5559,"JERSEY OVERSEAS AID","JOA","NGOs"
14386,"Jerusalem Center for Women","JCW","NGOs"
14876,"Jerusalem Legal Aid and Human Rights Center","JLAC","NGOs"
6217,"Jesuit Refugee Service","JRS","NGOs"
14562,"Jeune de l'union pour une Haiti en gestation","JUHG","NGOs"
15861,"Jeunesse Espace Developpement Multiforme","JEDM","NGOs"
7060,"Jeunesse Volontaire Sans Frontieres","JVSF","NGOs"
6398,"JHPIEGO","JHPIEGO","NGOs"
13506,"JM Family Enterprises inc. and Southeast Toyota Distributors LLC","JM Family Enterprises","Private Orgs. & Foundations"
16605,"Jmaaiat Al ayadi Albaidaa - Lebanon","Jmaaiat Al ayadi Albaidaa - Lebanon","NGOs"
13080,"Job Creation Program","JCP","NGOs"
12984,"Jobs Creating Development Society","JCDS","NGOs"
1024,"Johanniter Unfallhilfe e.V.","JUH","NGOs"
13904,"John D. and Catherine T. MacArthur Foundation","MacArthur ","Private Orgs. & Foundations"
13060,"John Dau Foundation","JDF","NGOs"
13310,"John Deere Foundation","John Deere Foundation","Private Orgs. & Foundations"
16824,"John Hopkins Center for Communication Programs","JHCCP","Private Orgs. & Foundations"
6816,"John Hopkins University","JHU","Private Orgs. & Foundations"
8980,"John S Connor, Inc","JSC, Inc","Private Orgs. & Foundations"
13410,"John S. and James L. Knight Foundation","Knight Foundation","Private Orgs. & Foundations"
5967,"John Snow International","John Snow International","NGOs"
14882,"John Social Welfare Organization","JSWO","NGOs"
14118,"Johnson & Johnson","Johnson & Johnson","Private Orgs. & Foundations"
8720,"Johor Community Development Committee for Women and Family Development ","JCDCWFD","Private Orgs. & Foundations"
15986,"Join the Journey","JTJ","NGOs"
16254,"Joint Aid Management International","JAM International","NGOs"
7396,"Joint Christian Services International","JCS","NGOs"
5729,"Joint Development Associates, USA","JDA","NGOs"
16565,"Joint Efforts for Relief Guidance and Awareness","JERGA","NGOs"
13096,"Joint Energy and Environment Projects","JEEP","NGOs"
16522,"Joint IDP Profiling Service","JIPS","NGOs"
8420,"Joint Mediation Support Team","JMST","Inter-governmental orgs."
14907,"Joint Mine Action Coordination Team","JMACT","Private Orgs. & Foundations"
6394,"Joint Research Centre","JRC","Private Orgs. & Foundations"
5931,"Joint Saudi Committee for Kosovo Relief/Skopje","JSCKR/Skopje","NGOs"
16172,"Joint Standards Initiative","JSI","Private Orgs. & Foundations"
13277,"Jolie-Pitt Foundation","Jolie-Pitt Foundation","Private Orgs. & Foundations"
14720,"Jones Lang LaSalle","Jones Lang LaSalle","Private Orgs. & Foundations"
5941,"Jordan","Jordan","Government"
14650,"Jordan Engineering Association","JEA","Private Orgs. & Foundations"
12800,"Jordan Hashemite Charity Organization","JHCO","Private Orgs. & Foundations"
13236,"Jordan Health Aid Society","JHAS","Private Orgs. & Foundations"
7371,"Jordan National Red Crescent Society","Jordan RC","Red Cross / Red Crescent"
12768,"JORDAN RIVER FOUNDATION","JRF","Private Orgs. & Foundations"
15496,"Jordan Women Union-Un Ponte Per","JWU-UPP","NGOs"
14490,"Jordanian Charity Association","JCA","Private Orgs. & Foundations"
8952,"Jordanian River Society","JRS","Private Orgs. & Foundations"
5683,"JP Morgan Chase","JP Morgan Chase","Private Orgs. & Foundations"
6404,"JPF - Japan Platform","JPF","NGOs"
8277,"JT International Foundation","JTIF","Private Orgs. & Foundations"
5616,"JTS-Korea","JTS-Korea","NGOs"
8459,"Juba Cheshire Services","JCS","NGOs"
15930,"Juba Environmental and Development Action","JEDA","NGOs"
15637,"Juba Foundation","JF","Private Orgs. & Foundations"
15943,"Juba Light Organization","JLO","NGOs"
14761,"Juba Organizations and Institutions Networking Together","JOINT","NGOs"
15584,"Juba Shine","JS","NGOs"
15089,"Jubaland Development Organization","JDO","NGOs"
8380,"Jubbalandese Charity Centre","JCC","NGOs"
8591,"Judicial System Monitoring Programme","JSMP","NGOs"
7792,"Juffali Foundation","Juffali Foundation","Private Orgs. & Foundations"
8138,"Juhaina for Industries","Juhaina for Industries","Private Orgs. & Foundations"
7822,"JUHOUD for Community and Rural Development","JUHOUD","NGOs"
7327,"Julikei","Julikei","NGOs"
6546,"Jungbu Annual Conference of the KMC","JAC of the KMC","Private Orgs. & Foundations"
8661,"JUPEDEC (United Youth for the Protection of the Environment and Community Development)","JUPEDEC","NGOs"
15444,"Juridisk rådgivning for kvinner","JURK","NGOs"
8539,"Just Associates","Just Associates","Private Orgs. & Foundations"
7551,"Just Joy Bridging","JJB","NGOs"
16679,"Just Peace Initiatives","JPI","NGOs"
13029,"Just Peace International","JPI","NGOs"
8855,"Juzoor Foundation for Health & Social Development (Juzoor)","Juzoor","Private Orgs. & Foundations"
15361,"Kaabag Ranaw Inc.","KRI","NGOs"
14589,"Kaalmo Women Development and Relief Organization","KAALMO","NGOs"
13159,"KAALO Aid and Development","KAALO Aid","Private Orgs. & Foundations"
8383,"KAALO Relief and Development Organisation","KAALO Relief","Private Orgs. & Foundations"
15886,"KAASHIF Voluntary Organization","KVO","NGOs"
15792,"Kabakabiya Smallhoders Charitable Society","KSCS","NGOs"
5624,"KADECO","KADECO","NGOs"
15812,"Kadtabanga Foundation for Peace and Development Advocates Incorporated","KFPDAI","NGOs"
14107,"Kadtuntaya Foundation, Inc","KFI","NGOs"
14099,"Kadtuntya Foundation Incorporated","KFI","NGOs"
8457,"Kadugli Interfaith Coalition","KIC","NGOs"
13185,"KAEDS, Kutum","KAEDS, Kutum","NGOs"
15390,"KAFA","KAFA","NGOs"
15771,"Kainaat Development Association","KDA","NGOs"
15250,"Kainat Social Development Organization","KSDO","NGOs"
13507,"Kaiser Permanente","Kaiser Permanente","Private Orgs. & Foundations"
6732,"Kalembelembe Orthopedic Center","KOC","NGOs"
16879,"Kalma Youth Committee for Capacity Building","KYCCB","NGOs"
14207,"Kamore Development Welfare Organization","KDWO","NGOs"
15824,"Kanacho Nomadic Educational Foundation","KNEF","NGOs"
16225,"Kanz Humanitarian organization","KHO","NGOs"
15576,"Kapoeta Multi-Purpose Development Outreach","KAMDO","NGOs"
12668,"KAR and Danish Organization for Afghanistan","KDOA","NGOs"
14066,"Karda Systems","Karda Systems","Private Orgs. & Foundations"
5567,"Karl Kubel Foundation for Children's Families","KKSKF","NGOs"
6283,"Karolinska Institutet, Department of Public Health Sciences","ICHAR","Private Orgs. & Foundations"
15840,"Karuna Hpaan","Karuna Hpaan","NGOs"
15837,"Karuna Myanmar Social Services","KMSS","NGOs"
15838,"Karuna Taungngu","Karuna Taungngu","NGOs"
14256,"Kashmir Institute of National Development","KIND","NGOs"
14156,"Kashmir International Relief Fund","KIRF","NGOs"
5960,"Katachel e.V","Katachel e.V","NGOs"
6160,"Katholische Männerbewegung","KM","NGOs"
15014,"Kavah Expanding and Developing Organization","Tak","NGOs"
15564,"Kawagib","Kawagib","NGOs"
14560,"KAYDIA","KAYDIA","NGOs"
16741,"Kayseri Metropolitan Municipality","Kayseri Metropolitan Municipality","Government"
6839,"Kazakh Red Crescent Society","Kazakhstan RC","Red Cross / Red Crescent"
6021,"Kazakhstan","Kazakhstan","Government"
14721,"KCI","KCI","Private Orgs. & Foundations"
13262,"Kellogg Corporation","Kellogg Corporation","Private Orgs. & Foundations"
5414,"Kenya","Kenya","Government"
12784,"Kenya Camel Association","KCA","NGOs"
15318,"Kenya Community Sports Foundation","KESOFO","NGOs"
8585,"KENYA EPISCOPAL CONFERENCE-CATHOLIC SECRETARIAT","KEC-CS","NGOs"
6991,"Kenya Land Alliance","KLA","NGOs"
15575,"Kenya National Commission on Human Rights","KNCHR","NGOs"
7121,"Kenya Society of Professional Health Workers","KPHF","NGOs"
6516,"Kenyan Red Cross Society","Kenya RC","Red Cross / Red Crescent"
14477,"KEO","KEO","NGOs"
8088,"Kepal Perempuan","Kepal Perempuan","NGOs"
8034,"Keren Hayesod","Keren Hayesod","NGOs"
8220,"KESI","KESI","Private Orgs. & Foundations"
8408,"Key Stone","Key Stone","NGOs"
14519,"Keyhan Engineering Organization","KEO","NGOs"
5702,"KFUK/KFUM","KFUK/KFUM","NGOs"
13998,"Khair Khawa-e-Khalaq Organization","KKKO","Private Orgs. & Foundations"
15308,"Khairpur Rural Development Organization","KRDO","NGOs"
15168,"Khajji Cooperative Society","KCS","NGOs"
8616,"Khalifa Bin Zyed Al Nehayan Foundation","Khalifa Foundation","Private Orgs. & Foundations"
6461,"Khartoum Teaching Hospital","KTC","Private Orgs. & Foundations"
16687,"Khazanah Nasional","Khazanah Nasional","Private Orgs. & Foundations"
14198,"Kher Khegara Tanzeem","KKT","NGOs"
15249,"Khidmat e Masom Trust","KMT","NGOs"
8611,"Khoo Teck Puat Foundation","Khoo Teck Puat Foundation","Private Orgs. & Foundations"
14482,"Khuram and Sarbagh Rehabilitation Organization","KSRO","NGOs"
14492,"Khuram Development Skills Organization","KDSO","NGOs"
14136,"Khushal Awareness and Development Organization","KADO","NGOs"
8361,"Khuza A Permaculture Center Association","KAPCA","Private Orgs. & Foundations"
16567,"Khwendi Development Organization","KDO","NGOs"
12975,"Khwendo Kor","KK","NGOs"
14213,"Khyber Aid","Khyber Aid","NGOs"
8323,"Kids and Women Organization","KWO","Private Orgs. & Foundations"
13748,"Kids in Distressed Situations","K.I.D.S.","NGOs"
5611,"Kim Seung-Jung","Kim Seung-Jung","Private Orgs. & Foundations"
13366,"Kimberly-Clark","Kimberly-Clark","Private Orgs. & Foundations"
7573,"Kimse Yok Mu Solidarity Foundation","KYMSF","NGOs"
14569,"Kimu Charitable Society","KCS","NGOs"
7088,"Kinder brauchen uns e.V","Kinder brauchen uns e.V","NGOs"
12769,"KINDER USA","KINDER USA","NGOs"
5176,"Kinderberg International e.V.","KI E.v.","NGOs"
7620,"Kinderdorf Pestalozzi","Kinderdorf Pestalozzi","NGOs"
6199,"Kindernothilfe e.V.","Kindernothilfe e.V.","NGOs"
13548,"Kindred Healthcare","Kindred Healthcare","Private Orgs. & Foundations"
13454,"Kinetic Concepts, Inc.","Kinetic Concepts, Inc.","Private Orgs. & Foundations"
13931,"King of Kings Network","KKN","Private Orgs. & Foundations"
8570,"Kingdom Foundation","KF","Private Orgs. & Foundations"
8280,"Kings College London","KCL","Private Orgs. & Foundations"
16319,"Kings of Nile Organization for Development","KNDO","NGOs"
13855,"Kinross","Kinross","Private Orgs. & Foundations"
13571,"Kirkland & Ellis LLP","Kirkland","Private Orgs. & Foundations"
8938,"KISIMA Peace and Development Organization","KISIMA","NGOs"
15607,"Kissito Healthcare International","KHI","NGOs"
8847,"Kitgum Concerned Women's Association","KICWA","Private Orgs. & Foundations"
14468,"Kituo Cha Sheria","KCS","NGOs"
16372,"Kizito","Kizito","NGOs"
7913,"Kjemisk Forbund, Palestinagruppene","Kjemisk Forbund, Palestinagruppene","NGOs"
8455,"Klaila Organisation","Klaila Organisation","NGOs"
6999,"Kleenheat Gas","Kleenheat Gas","Private Orgs. & Foundations"
8339,"Knowledge for Iraqi Women Society ","KIWS","NGOs"
16915,"Knwafith for Peace and Development Organization","KNPDO","NGOs"
6741,"Kobü","Kobü","NGOs"
16381,"Kode ti kwa","OKTK","NGOs"
13348,"Kohl's Department Stores","Kohl's ","Private Orgs. & Foundations"
14216,"Kohsar Welfare and Educational Society","KWES","NGOs"
6235,"Koinonia Community - Sudan Programme","KC-SP","Private Orgs. & Foundations"
5169,"Kolnische Franziskanerprovinz Bosnienhilfe","KFB","NGOs"
6196,"Kölnische Franziskanerprovinz Von Den Heiligen Drei Königen","KFHDK","NGOs"
13655,"Kolon Group","Kolon Group","Private Orgs. & Foundations"
5275,"Komeito Fukuoka","KF","NGOs"
5531,"Komitee Arzte","Komitee Arzte","NGOs"
5918,"Komitee Cap Anamur","Komitee Cap Anamur","NGOs"
8171,"Kompetansesenteret for urfolksrettigheter","KFU","NGOs"
15969,"Komysyon Fanm Viktim pou Viktim","KOFAVIV","NGOs"
16745,"Konya Chamber of Industry","Konya Chamber of Industry","Government"
16742,"Konya Metropolitan Municipality","Konya Metropolitan Municipality","Government"
8310,"Koperativ Agrikol Tibiwon","KATI","Private Orgs. & Foundations"
5603,"Korea Buddhist Order Association","Korea Buddhist Order Association","NGOs"
6870,"Korea Campus Crusade for Christ","KCCC","Private Orgs. & Foundations"
6625,"Korea Food for the Hungry International","KFHI","NGOs"
7169,"Korea, Democratic People's Republic of","DPRK","Government"
5073,"Korea, Republic of","Korea, Republic of","Government"
13827,"Korean American Business Council of NY, Inc.","Korean American Business Council of NY, Inc.","Private Orgs. & Foundations"
13946,"Korean Broadcast Company","Korean Broadcast Company","Private Orgs. & Foundations"
5623,"Korean Church Federation of Support for North Korea","KCFSNK","NGOs"
5609,"Korean Farmers' Association","Korean Farmers' Association","NGOs"
12850,"Korean Foundation for International Healthcare","KFIH","Private Orgs. & Foundations"
5615,"Korean Reconciliation Committee, Archdiocese of Korea","KRCAK","NGOs"
5601,"Korean Sharing Movement","Korean Sharing Movement","NGOs"
5606,"Korean Welfare Foundation","KWF","Private Orgs. & Foundations"
13732,"Korean-American Association","Korean-American Association","Private Orgs. & Foundations"
15169,"Koshaan Welfare Society Balochistan","KWSB","NGOs"
8841,"Kotido Education and Development Initiative","KOTEDI","NGOs"
8842,"Kotido NGO Forum","KNGOF","NGOs"
8840,"Kotido Peace Initiative","KOPEIN","NGOs"
13549,"KPMG","KPMG","Private Orgs. & Foundations"
7269,"KPR","KPR","NGOs"
13247,"Kraft Foods Foundation",NA,"Private Orgs. & Foundations"
14081,"Kresge Foundation","Kresge","Private Orgs. & Foundations"
8589,"Kriminalomsorg.utdanningssent","Kriminalomsorg.utdanningssent","NGOs"
7624,"Kristna Freds","Kristna Freds","NGOs"
13640,"Kroger Co. Foundation","Kroger Foundation","Private Orgs. & Foundations"
13825,"Kubota Corporation","Kubota ","Private Orgs. & Foundations"
15304,"Kuchlak Welfare Society","KWS","NGOs"
6681,"Kuehne & Nagel","Kuehne & Nagel","Private Orgs. & Foundations"
15543,"Kueng Community Development Agency","KUCDA","NGOs"
16021,"Kulan Relief and Development Association","KRDA","NGOs"
15887,"Kulmiye Development Organization","KDO","NGOs"
15071,"Kurdish Human Rights Project","KHRP","NGOs"
8786,"Kurdistan Organization for Rehabilitation of the Disabled","KORD","NGOs"
8789,"Kurdistan Reconstruction and Development Society","KURDS","NGOs"
13999,"Kurram Welfare Home","KWH","Private Orgs. & Foundations"
5415,"Kuwait","Kuwait","Government"
14177,"Kuwait Joint Relief Committee","KJRC","Private Orgs. & Foundations"
6190,"Kuwait Red Crescent Society","Kuwait RC","Red Cross / Red Crescent"
14827,"Kuwaiti Patients Helping Fund","KPHF","NGOs"
15453,"Kuwaiti Social Reform Society","KSRS","Private Orgs. & Foundations"
16585,"Kuwaiti Society for Relief","KSR","NGOs"
8898,"Kvekerhjelp","Kvekerhjelp","NGOs"
14712,"Kyocera Corporation","Kyocera","Private Orgs. & Foundations"
7611,"Kyrgyzstan","Kyrgyzstan","Government"
15983,"Kyrgyzstan Red Cross","Kyrgyzstan RC","Red Cross / Red Crescent"
14723,"L.L. Bean","L.L. Bean","Private Orgs. & Foundations"
16702,"La Asociación Minga","La Asociación Minga","NGOs"
6773,"La chaine de l'espoir","La chaine de l'espoir","NGOs"
8851,"La Future Porte du Tchad","FPT","NGOs"
12900,"La ligue démocratique pour les droits de la femme","LDDF","Private Orgs. & Foundations"
14496,"La Maison l'Arc-en-Ciel","MAEC","NGOs"
16199,"La Santé et l'Education pour un Encadrement au Développement","SEED","NGOs"
14897,"Laar Humanitarian and Development Programme","LHDP","NGOs"
13099,"Labena Organization for Women Development Aid Capacity Building","Labena","NGOs"
14953,"Labour Spring Organization","LSO","NGOs"
8905,"Lacha Community and Economic Development","LCED","NGOs"
15173,"Lady Diana Welfare Organization","LDWO","NGOs"
12794,"LAG - Latin-Amerikagruppene i Norge","LAG","NGOs"
13203,"L'Agora/Madani Dia","L'Agora/Madani Dia","NGOs"
14411,"Lakou Association","Lakou","Private Orgs. & Foundations"
16523,"Lambé/Association","Lambé","NGOs"
13828,"Lambi Fund of Haiti","Lambi Fund of Haiti","Private Orgs. & Foundations"
15569,"LAMBINGA for Community Development, Inc.","LAMBINGA","NGOs"
16520,"Lamset Shifa","Lamset Shifa","NGOs"
13273,"Lance Armstrong Foundation","Lance Armstrong Foundation","Private Orgs. & Foundations"
13706,"Land O'Lakes","Land O'Lakes","Private Orgs. & Foundations"
8700,"Land Research Center ","LRC","Private Orgs. & Foundations"
7874,"Landmine Action","Landmine Action","NGOs"
14781,"Landmine Survivors Initiatives","LSI","NGOs"
8112,"Landmine Survivors Network","LSN","NGOs"
15171,"Lando Lakes","Lando Lakes","NGOs"
14402,"LandsAid e.V.","LandsAid e.V.","NGOs"
8722,"Landsforeningen for lesbisk og homofil frigjøring","LLH","Private Orgs. & Foundations"
8180,"Landsorganisasjonen i Norge, 3","Landsorganisasjonen i Norge, 3","Private Orgs. & Foundations"
8506,"Landsorganisasjonen i Norge, internasj. sekret.","Landsorganisasjonen i Norge, internasj. sekret.","NGOs"
6682,"Landstar Express America","LEA","Private Orgs. & Foundations"
8050,"Lanka Jatika Sarvodaya Shramadana Sangamaya","SARVODAYA","NGOs"
7175,"Lao (People's Democratic Republic)","Lao PDR","Government"
8756,"Lao Red Cross","Lao RC","Red Cross / Red Crescent"
15172,"Larr Development Association Badin","LDAB","NGOs"
16891,"Larry Page's Family Foundation","Larry Page's Family Foundation","Private Orgs. & Foundations"
5581,"Las Dignas","Las Dignas","NGOs"
14760,"Las Qorey Concern","LQC","NGOs"
12954,"LASOONA - Society for Human and Natural Resource Development","LASOONA","NGOs"
